datetime,moist
15:48:38,585
15:48:41,586
15:48:44,591
15:48:47,593
15:48:50,601
15:48:53,603
15:48:56,592
15:48:59,586
15:49:02,586
15:49:05,604
15:49:08,592
15:49:11,593
15:49:14,595
15:49:17,604
15:49:20,585
15:49:23,601
15:49:26,590
15:49:29,590
15:49:32,577
15:49:35,585
15:49:38,599
15:49:41,605
15:49:44,579
15:49:47,591
15:49:50,604
15:49:53,575
15:49:56,584
15:49:59,594
15:50:02,572
15:50:06,585
15:50:09,588
15:50:12,569
15:50:15,600
15:50:18,583
15:50:21,586
15:50:24,587
15:50:27,599
15:50:30,591
15:50:33,589
15:50:36,594
15:50:39,594
15:50:42,599
15:50:45,569
15:50:48,603
15:50:51,569
15:50:54,608
15:50:57,591
15:51:00,595
15:51:03,593
15:51:06,595
15:51:09,578
15:51:12,595
15:51:15,600
15:51:18,586
15:51:21,596
15:51:24,605
15:51:27,575
15:51:30,611
15:51:33,593
15:51:36,589
15:51:39,600
15:51:42,597
15:51:45,591
15:51:48,578
15:51:51,574
15:51:54,591
15:51:57,597
15:52:00,592
15:52:03,608
15:52:06,585
15:52:09,595
15:52:12,589
15:52:15,597
15:52:18,615
15:52:21,597
15:52:24,577
15:52:27,595
15:52:30,592
15:52:33,602
15:52:36,592
15:52:39,571
15:52:42,598
15:52:45,593
15:52:48,613
15:52:51,603
15:52:54,599
15:52:58,591
15:53:01,583
15:53:04,600
15:53:07,600
15:53:10,613
15:53:13,597
15:53:16,573
15:53:19,600
15:53:22,602
15:53:25,592
15:53:28,603
15:53:31,600
15:53:34,600
15:53:37,573
15:53:40,598
15:53:43,591
15:53:46,612
15:53:49,597
15:53:52,603
15:53:44,603
15:53:47,600
15:53:50,604
15:53:53,601
15:53:56,601
15:53:59,601
15:54:02,601
15:54:05,588
15:54:08,593
15:54:11,578
15:54:14,596
15:54:17,600
15:54:20,602
15:54:23,609
15:54:26,604
15:54:29,595
15:54:32,578
15:54:35,593
15:54:38,604
15:54:41,605
15:54:44,609
15:54:47,606
15:54:50,586
15:54:53,596
15:54:57,607
15:55:00,614
15:55:03,607
15:55:06,598
15:55:09,623
15:55:12,605
15:55:15,606
15:55:18,613
15:55:21,592
15:55:24,609
15:55:27,617
15:55:30,597
15:55:33,602
15:55:36,631
15:55:39,596
15:55:42,595
15:55:45,605
15:55:48,582
15:55:51,585
15:55:54,597
15:55:57,595
15:56:00,602
15:56:03,588
15:56:06,589
15:56:09,598
15:56:12,596
15:56:15,599
15:56:18,601
15:56:21,606
15:56:24,606
15:56:27,599
15:56:30,597
15:56:33,593
15:56:36,602
15:56:39,595
15:56:42,587
15:56:45,593
15:56:48,578
15:56:51,578
15:56:54,596
15:56:57,601
15:57:00,603
15:57:03,599
15:57:06,581
15:57:09,598
15:57:12,597
15:57:15,570
15:57:18,603
15:57:21,610
15:57:24,572
15:57:27,602
15:57:30,588
15:57:33,599
15:57:36,585
15:57:39,610
15:57:42,592
15:57:45,600
15:57:49,595
15:57:52,590
15:57:55,600
15:57:58,591
15:58:01,600
15:58:04,598
15:58:07,596
15:58:10,594
15:58:13,609
15:58:16,582
15:58:19,606
15:58:22,597
15:58:25,578
15:58:28,599
15:58:31,598
15:58:34,594
15:58:37,600
15:58:40,594
15:58:43,600
15:58:46,596
15:58:49,579
15:58:52,602
15:58:55,601
15:58:58,599
15:59:01,603
15:59:04,603
15:59:07,593
15:59:10,605
15:59:13,606
15:59:16,602
15:59:19,607
15:59:22,611
15:59:25,604
15:59:28,608
15:59:31,593
15:59:34,585
15:59:37,596
15:59:40,598
15:59:43,601
15:59:46,609
15:59:49,605
15:59:52,581
15:59:55,603
15:59:58,601
16:00:01,607
16:00:04,620
16:00:07,599
16:00:10,615
16:00:13,588
16:00:16,599
16:00:19,582
16:00:22,589
16:00:25,599
16:00:28,600
16:00:31,598
16:00:34,592
16:00:37,593
16:00:41,589
16:00:44,577
16:00:47,593
16:00:50,597
16:00:53,605
16:00:56,604
16:00:59,608
16:01:02,603
16:01:05,596
16:01:08,586
16:01:11,601
16:01:14,608
16:01:17,601
16:01:20,598
16:01:23,602
16:01:26,608
16:01:29,581
16:01:32,602
16:01:35,604
16:01:38,615
16:01:41,610
16:01:44,603
16:01:47,595
16:01:50,600
16:01:53,605
16:01:56,603
16:01:59,593
16:02:02,597
16:02:05,604
16:02:08,601
16:02:11,607
16:02:14,603
16:02:17,607
16:02:20,603
16:02:23,611
16:02:26,628
16:02:29,615
16:02:32,603
16:02:35,607
16:02:38,612
16:02:41,606
16:02:44,605
16:02:47,607
16:02:50,605
16:02:53,613
16:02:56,604
16:02:59,608
16:03:02,610
16:03:05,607
16:03:08,608
16:03:11,591
16:03:14,611
16:03:17,610
16:03:20,605
16:03:23,609
16:03:26,606
16:03:29,605
16:03:33,603
16:03:36,610
16:03:39,605
16:03:42,589
16:03:45,592
16:03:48,597
16:03:51,604
16:03:54,602
16:03:57,596
16:04:00,596
16:04:03,607
16:04:06,591
16:04:09,604
16:04:12,612
16:04:15,620
16:04:18,606
16:04:21,611
16:04:24,607
16:04:27,612
16:04:30,603
16:04:33,605
16:04:36,605
16:04:39,607
16:04:42,609
16:04:45,607
16:04:48,606
16:04:51,607
16:04:54,608
16:04:57,608
16:05:00,612
16:05:03,607
16:05:06,605
16:05:09,609
16:05:12,607
16:05:15,603
16:05:18,600
16:05:21,602
16:05:24,605
16:05:27,607
16:05:30,606
16:05:33,607
16:05:36,608
16:05:39,599
16:05:42,606
16:05:45,607
16:05:48,604
16:05:51,608
16:05:54,608
16:05:57,611
16:06:00,614
16:06:03,609
16:06:06,615
16:06:09,613
16:06:12,614
16:06:15,615
16:06:18,612
16:06:21,614
16:06:25,612
16:06:28,613
16:06:31,613
16:06:34,614
16:06:37,617
16:06:40,615
16:06:43,612
16:06:46,612
16:06:49,614
16:06:52,613
16:06:55,615
16:06:58,613
16:07:01,610
16:07:04,610
16:07:07,609
16:07:10,613
16:07:13,608
16:07:16,621
16:07:19,142
16:07:22,0
16:07:25,385
16:07:28,629
16:07:31,612
16:07:34,594
16:07:37,588
16:07:40,587
16:07:43,588
16:07:46,595
16:07:49,588
16:07:52,588
16:07:55,583
16:07:58,588
16:08:01,589
16:08:04,587
16:08:07,596
16:08:10,582
16:08:13,587
16:08:16,590
16:08:19,587
16:08:22,590
16:08:25,591
16:08:28,590
16:08:31,590
16:08:34,589
16:08:37,593
16:08:40,590
16:08:43,593
16:08:46,588
16:08:49,590
16:08:52,594
16:08:55,588
16:08:58,591
16:09:01,591
16:09:04,593
16:09:07,592
16:09:10,591
16:09:13,599
16:09:17,592
16:09:20,593
16:09:23,590
16:09:26,596
16:09:29,596
16:09:32,595
16:09:35,595
16:09:38,594
16:09:41,596
16:09:44,592
16:09:47,590
16:09:50,594
16:09:53,592
16:09:56,594
16:09:59,596
16:10:02,595
16:10:05,593
16:10:08,594
16:10:11,595
16:10:14,590
16:10:17,596
16:10:20,592
16:10:23,594
16:10:26,595
16:10:29,591
16:10:32,591
16:10:35,594
16:10:38,594
16:10:41,591
16:10:44,598
16:10:47,604
16:10:50,597
16:10:53,594
16:10:56,598
16:10:59,595
16:11:02,601
16:11:05,591
16:11:08,596
16:11:11,595
16:11:14,599
16:11:17,597
16:11:20,593
16:11:23,596
16:11:26,596
16:11:29,597
16:11:32,598
16:11:35,597
16:11:38,595
16:11:41,599
16:11:44,594
16:11:47,594
16:11:50,593
16:11:53,592
16:11:56,596
16:11:59,596
16:12:02,599
16:12:06,599
16:12:09,597
16:12:12,597
16:12:15,598
16:12:18,598
16:12:21,598
16:12:24,593
16:12:27,599
16:12:30,600
16:12:33,600
16:12:36,596
16:12:39,598
16:12:42,595
16:12:45,597
16:12:48,598
16:12:51,597
16:12:54,597
16:12:57,597
16:13:00,603
16:13:03,599
16:13:06,600
16:13:09,598
16:13:12,597
16:13:15,597
16:13:18,599
16:13:21,599
16:13:24,595
16:13:27,593
16:13:30,591
16:13:33,596
16:13:36,600
16:13:39,600
16:13:42,600
16:13:45,600
16:13:48,599
16:13:51,599
16:13:54,603
16:13:57,601
16:14:00,593
16:14:03,600
16:14:06,598
16:14:09,601
16:14:12,598
16:14:15,601
16:14:18,604
16:14:21,597
16:14:24,600
16:14:27,603
16:14:30,601
16:14:33,603
16:14:36,601
16:14:39,603
16:14:42,601
16:14:45,599
16:14:48,603
16:14:52,601
16:14:55,601
16:14:58,601
16:15:01,601
16:15:04,599
16:15:07,595
16:15:10,602
16:15:13,599
16:15:16,600
16:15:19,603
16:15:22,598
16:15:25,601
16:15:28,601
16:15:31,603
16:15:34,598
16:15:37,600
16:15:40,601
16:15:43,596
16:15:46,602
16:15:49,605
16:15:52,601
16:15:55,606
16:15:58,600
16:16:01,600
16:16:04,600
16:16:07,602
16:16:10,605
16:16:13,601
16:16:16,599
16:16:19,601
16:16:22,602
16:16:25,606
16:16:28,602
16:16:31,603
16:16:34,600
16:16:37,601
16:16:40,603
16:16:43,603
16:16:46,602
16:16:49,605
16:16:52,604
16:16:55,598
16:16:58,602
16:17:01,604
16:17:04,600
16:17:07,603
16:17:10,601
16:17:13,603
16:17:16,599
16:17:19,600
16:17:22,597
16:17:25,604
16:17:28,588
16:17:31,602
16:17:34,600
16:17:37,603
16:17:41,602
16:17:44,600
16:17:47,603
16:17:50,603
16:17:53,602
16:17:56,603
16:17:59,602
16:18:02,603
16:18:05,605
16:18:08,599
16:18:11,595
16:18:14,601
16:18:17,601
16:18:20,599
16:18:23,600
16:18:26,602
16:18:29,603
16:18:32,604
16:18:35,603
16:18:38,603
16:18:41,601
16:18:44,604
16:18:47,608
16:18:50,603
16:18:53,602
16:18:56,597
16:18:59,602
16:19:02,607
16:19:05,602
16:19:08,603
16:19:11,602
16:19:14,600
16:19:17,603
16:19:20,602
16:19:23,605
16:19:26,601
16:19:29,602
16:19:32,602
16:19:35,604
16:19:38,601
16:19:41,602
16:19:44,604
16:19:47,604
16:19:50,601
16:19:53,596
16:19:56,596
16:19:59,596
16:20:02,600
16:20:05,602
16:20:08,602
16:20:11,599
16:20:14,600
16:20:17,600
16:20:20,602
16:20:23,597
16:20:27,598
16:20:30,601
16:20:33,599
16:20:36,600
16:20:39,601
16:20:42,598
16:20:45,599
16:20:48,596
16:20:51,598
16:20:54,600
16:20:57,601
16:21:00,599
16:21:03,599
16:21:06,600
16:21:09,598
16:21:12,607
16:21:15,598
16:21:18,598
16:21:21,604
16:21:24,597
16:21:27,595
16:21:30,599
16:21:33,599
16:21:36,599
16:21:39,599
16:21:42,601
16:21:45,598
16:21:48,597
16:21:51,607
16:21:54,596
16:21:57,599
16:22:00,600
16:22:03,597
16:22:06,600
16:22:09,598
16:22:12,599
16:22:15,598
16:22:18,599
16:22:21,601
16:22:24,599
16:22:27,597
16:22:30,599
16:22:33,602
16:22:36,597
16:22:39,600
16:22:42,595
16:22:45,599
16:22:48,604
16:22:51,601
16:22:54,597
16:22:57,597
16:23:00,597
16:23:03,597
16:23:06,596
16:23:09,600
16:23:12,604
16:23:16,598
16:23:19,596
16:23:22,598
16:23:25,597
16:23:28,597
16:23:31,597
16:23:34,595
16:23:37,601
16:23:40,597
16:23:43,599
16:23:46,603
16:23:49,598
16:23:52,599
16:23:55,598
16:23:58,595
16:24:01,605
16:24:04,598
16:24:07,597
16:24:10,598
16:24:13,598
16:24:16,601
16:24:19,598
16:24:22,598
16:24:25,587
16:24:28,598
16:24:31,602
16:24:34,606
16:24:37,603
16:24:40,603
16:24:43,602
16:24:46,600
16:24:49,601
16:24:52,603
16:24:55,595
16:24:58,602
16:25:01,598
16:25:04,598
16:25:07,603
16:25:10,602
16:25:13,598
16:25:16,593
16:25:19,597
16:25:22,597
16:25:25,599
16:25:28,601
16:25:31,601
16:25:34,604
16:25:37,596
16:25:40,598
16:25:43,600
16:25:46,593
16:25:49,592
16:25:52,593
16:25:55,595
16:25:58,590
16:26:01,587
16:26:04,586
16:26:08,585
16:26:11,583
16:26:14,586
16:26:17,582
16:26:20,582
16:26:23,582
16:26:26,583
16:26:29,582
16:26:32,580
16:26:35,580
16:26:38,578
16:26:41,579
16:26:44,575
16:26:47,573
16:26:50,576
16:26:53,577
16:26:56,577
16:26:59,575
16:27:02,576
16:27:05,577
16:27:08,576
16:27:11,570
16:27:14,574
16:27:17,576
16:27:20,574
16:27:23,572
16:27:26,574
16:27:29,576
16:27:32,577
16:27:35,572
16:27:38,574
16:27:41,575
16:27:44,574
16:27:47,575
16:27:50,570
16:27:53,572
16:27:56,572
16:27:59,570
16:28:02,571
16:28:05,571
16:28:08,573
16:28:11,572
16:28:14,572
16:28:17,577
16:28:20,568
16:28:23,572
16:28:26,573
16:28:29,574
16:28:32,573
16:28:35,571
16:28:38,570
16:28:41,572
16:28:44,572
16:28:47,569
16:28:50,572
16:28:53,571
16:28:57,573
16:29:00,574
16:29:03,571
16:29:06,572
16:29:09,572
16:29:12,573
16:29:15,572
16:29:18,571
16:29:21,568
16:29:24,570
16:29:27,575
16:29:30,573
16:29:33,572
16:29:36,571
16:29:39,571
16:29:42,572
16:29:45,571
16:29:48,573
16:29:51,571
16:29:54,571
16:29:57,567
16:30:00,573
16:30:03,574
16:30:06,572
16:30:09,570
16:30:12,571
16:30:15,570
16:30:18,569
16:30:21,571
16:30:24,570
16:30:27,571
16:30:30,571
16:30:33,572
16:30:36,572
16:30:39,568
16:30:42,568
16:30:45,570
16:30:48,567
16:30:51,574
16:30:54,568
16:30:57,573
16:31:00,571
16:31:03,574
16:31:06,576
16:31:09,570
16:31:12,571
16:31:15,569
16:31:18,566
16:31:21,572
16:31:24,572
16:31:27,569
16:31:30,571
16:31:33,570
16:31:36,571
16:31:39,571
16:31:42,572
16:31:46,571
16:31:49,571
16:31:52,569
16:31:55,573
16:31:58,571
16:32:01,572
16:32:04,573
16:32:07,568
16:32:10,570
16:32:13,569
16:32:16,568
16:32:19,568
16:32:22,550
16:32:25,550
16:32:28,543
16:32:31,0
16:32:34,237
16:32:37,542
16:32:40,568
16:32:43,569
16:32:46,570
16:32:49,575
16:32:52,569
16:32:55,572
16:32:58,574
16:33:01,568
16:33:04,546
16:33:07,576
16:33:10,561
16:33:13,164
16:33:16,440
16:33:19,450
16:33:22,452
16:33:25,453
16:33:28,463
16:33:31,453
16:33:34,452
16:33:37,450
16:33:40,446
16:33:43,457
16:33:46,454
16:33:49,454
16:33:52,456
16:33:55,450
16:33:58,449
16:34:01,454
16:34:04,442
16:34:07,438
16:34:10,438
16:34:13,427
16:34:16,452
16:34:19,452
16:34:22,432
16:34:25,422
16:34:28,411
16:34:32,426
16:34:35,426
16:34:38,416
16:34:41,422
16:34:44,416
16:34:47,422
16:34:50,406
16:34:53,417
16:34:56,415
16:34:59,399
16:35:02,413
16:35:05,404
16:35:08,406
16:35:11,396
16:35:14,409
16:35:17,407
16:35:20,390
16:35:23,400
16:35:26,395
16:35:29,399
16:35:32,405
16:35:35,395
16:35:38,377
16:35:41,251
16:35:44,61
16:35:47,26
16:35:50,78
16:35:53,307
16:35:56,360
16:35:59,281
16:36:02,433
16:36:05,360
16:36:08,360
16:36:11,368
16:36:14,358
16:36:17,461
16:36:20,463
16:36:23,471
16:36:26,472
16:36:29,469
16:36:32,462
16:36:35,489
16:36:38,485
16:36:41,486
16:36:44,484
16:36:47,488
16:36:50,490
16:36:53,485
16:36:56,478
16:36:59,487
16:37:02,487
16:37:05,480
16:37:08,481
16:37:11,480
16:37:14,486
16:37:17,496
16:37:20,480
16:37:23,485
16:37:27,484
16:37:30,478
16:37:33,481
16:37:36,489
16:37:39,484
16:37:42,478
16:37:45,483
16:37:48,480
16:37:51,474
16:37:54,487
16:37:57,479
16:38:00,484
16:38:03,483
16:38:06,485
16:38:09,478
16:38:12,479
16:38:15,479
16:38:18,480
16:38:21,480
16:38:24,478
16:38:27,481
16:38:30,485
16:38:33,480
16:38:36,478
16:38:39,482
16:38:42,486
16:38:45,488
16:38:48,478
16:38:51,480
16:38:54,478
16:38:57,482
16:39:00,478
16:39:03,485
16:39:06,478
16:39:09,486
16:39:12,480
16:39:15,484
16:39:18,482
16:39:21,485
16:39:24,478
16:39:27,479
16:39:30,484
16:39:33,475
16:39:36,483
16:39:39,476
16:39:42,485
16:39:45,473
16:39:48,477
16:39:51,485
16:39:54,479
16:39:57,475
16:40:00,479
16:40:03,482
16:40:06,481
16:40:09,476
16:40:13,481
16:40:16,482
16:40:19,481
16:40:22,477
16:40:25,485
16:40:28,481
16:40:31,484
16:40:34,484
16:40:37,475
16:40:40,480
16:40:43,482
16:40:46,479
16:40:49,478
16:40:52,485
16:40:55,480
16:40:58,484
16:41:01,478
16:41:04,482
16:41:07,482
16:41:10,478
16:41:13,476
16:41:16,484
16:41:19,471
16:41:22,477
16:41:25,486
16:41:28,476
16:41:31,483
16:41:34,484
16:41:37,482
16:41:40,477
16:41:43,476
16:41:46,476
16:41:49,474
16:41:52,476
16:41:55,484
16:41:58,484
16:42:01,485
16:42:04,485
16:42:07,484
16:42:10,486
16:42:13,482
16:42:16,477
16:42:19,484
16:42:22,477
16:42:25,483
16:42:28,477
16:42:31,474
16:42:34,475
16:42:37,477
16:42:40,472
16:42:43,484
16:42:46,484
16:42:49,483
16:42:52,476
16:42:55,490
16:42:58,485
16:43:01,484
16:43:04,472
16:43:08,481
16:43:11,481
16:43:14,485
16:43:17,482
16:43:20,471
16:43:23,474
16:43:26,480
16:43:29,484
16:43:32,482
16:43:35,483
16:43:38,489
16:43:41,471
16:43:44,471
16:43:47,478
16:43:50,481
16:43:53,483
16:43:56,469
16:43:59,481
16:44:02,487
16:44:05,478
16:44:08,484
16:44:11,486
16:44:14,479
16:44:17,480
16:44:20,486
16:44:23,473
16:44:26,483
16:44:29,486
16:44:32,477
16:44:35,484
16:44:38,477
16:44:41,485
16:44:44,481
16:44:47,485
16:44:50,477
16:44:53,485
16:44:56,485
16:44:59,484
16:45:02,480
16:45:05,484
16:45:08,478
16:45:11,488
16:45:14,474
16:45:17,481
16:45:20,487
16:45:23,477
16:45:26,481
16:45:29,483
16:45:32,486
16:45:35,473
16:45:38,485
16:45:41,483
16:45:44,481
16:45:47,482
16:45:50,476
16:45:54,483
16:45:57,474
16:46:00,482
16:46:03,483
16:46:06,481
16:46:09,490
16:46:12,480
16:46:15,481
16:46:18,475
16:46:21,484
16:46:24,472
16:46:27,478
16:46:30,472
16:46:33,476
16:46:36,475
16:46:39,478
16:46:42,483
16:46:45,482
16:46:48,483
16:46:51,473
16:46:54,480
16:46:57,478
16:47:00,482
16:47:03,482
16:47:06,476
16:47:09,480
16:47:12,481
16:47:15,481
16:47:18,484
16:47:21,476
16:47:24,476
16:47:27,467
16:47:30,474
16:47:33,474
16:47:36,474
16:47:39,479
16:47:42,484
16:47:45,475
16:47:48,481
16:47:51,473
16:47:54,478
16:47:57,484
16:48:00,477
16:48:03,482
16:48:06,467
16:48:09,480
16:48:12,479
16:48:15,481
16:48:18,476
16:48:21,472
16:48:24,478
16:48:27,481
16:48:30,477
16:48:33,481
16:48:36,478
16:48:39,474
16:48:42,473
16:48:45,479
16:48:49,475
16:48:52,482
16:48:55,477
16:48:58,480
16:49:01,478
16:49:04,477
16:49:07,471
16:49:10,472
16:49:13,480
16:49:16,470
16:49:19,477
16:49:22,480
16:49:25,474
16:49:28,483
16:49:31,474
16:49:34,470
16:49:37,471
16:49:40,476
16:49:43,480
16:49:46,474
16:49:49,476
16:49:52,484
16:49:55,473
16:49:58,476
16:50:01,479
16:50:04,471
16:50:07,484
16:50:10,473
16:50:13,479
16:50:16,476
16:50:19,472
16:50:22,480
16:50:25,473
16:50:28,481
16:50:31,479
16:50:34,479
16:50:37,463
16:50:40,474
16:50:43,472
16:50:46,474
16:50:49,472
16:50:52,470
16:50:55,471
16:50:58,477
16:51:01,469
16:51:04,479
16:51:07,468
16:51:10,475
16:51:13,475
16:51:16,475
16:51:19,480
16:51:22,471
16:51:25,472
16:51:28,474
16:51:31,468
16:51:35,474
16:51:38,465
16:51:41,469
16:51:44,470
16:51:47,469
16:51:50,475
16:51:53,470
16:51:56,476
16:51:59,471
16:52:02,499
16:52:05,0
16:52:08,605
16:52:11,526
16:52:14,505
16:52:17,186
16:52:20,495
16:52:23,497
16:52:26,491
16:52:29,448
16:52:32,450
16:52:35,451
16:52:38,456
16:52:41,449
16:52:44,451
16:52:47,458
16:52:50,463
16:52:53,464
16:52:56,465
16:52:59,463
16:53:02,463
16:53:05,461
16:53:08,469
16:53:11,465
16:53:14,470
16:53:17,469
16:53:20,463
16:53:23,469
16:53:26,466
16:53:29,470
16:53:32,469
16:53:35,470
16:53:38,472
16:53:41,473
16:53:44,473
16:53:47,468
16:53:50,470
16:53:53,470
16:53:56,472
16:53:59,475
16:54:02,464
16:54:05,474
16:54:08,467
16:54:11,463
16:54:14,466
16:54:17,463
16:54:20,472
16:54:23,471
16:54:26,463
16:54:30,467
16:54:33,468
16:54:36,469
16:54:39,457
16:54:42,464
16:54:45,459
16:54:48,473
16:54:51,466
16:54:54,467
16:54:57,464
16:55:00,459
16:55:03,460
16:55:06,458
16:55:09,457
16:55:12,455
16:55:15,458
16:55:18,457
16:55:21,466
16:55:24,460
16:55:27,465
16:55:30,469
16:55:33,461
16:55:36,463
16:55:39,461
16:55:42,460
16:55:45,463
16:55:48,461
16:55:51,461
16:55:54,467
16:55:57,468
16:56:00,458
16:56:03,468
16:56:06,461
16:56:09,469
16:56:12,461
16:56:15,473
16:56:18,463
16:56:21,469
16:56:24,465
16:56:27,463
16:56:30,471
16:56:33,459
16:56:36,472
16:56:39,468
16:56:42,467
16:56:45,469
16:56:48,464
16:56:51,466
16:56:54,463
16:56:57,469
16:57:00,470
16:57:03,469
16:57:06,473
16:57:09,470
16:57:12,468
16:57:15,462
16:57:19,468
16:57:22,463
16:57:25,464
16:57:28,468
16:57:31,470
16:57:34,475
16:57:37,464
16:57:40,473
16:57:43,458
16:57:46,471
16:57:49,458
16:57:52,469
16:57:55,464
16:57:58,477
16:58:01,467
16:58:04,482
16:58:07,471
16:58:10,464
16:58:13,471
16:58:16,463
16:58:19,467
16:58:22,476
16:58:25,466
16:58:28,465
16:58:31,464
16:58:34,467
16:58:37,467
16:58:40,453
16:58:43,468
16:58:46,467
16:58:49,469
16:58:52,464
16:58:55,461
16:58:58,467
16:59:01,471
16:59:04,467
16:59:07,471
16:59:10,477
16:59:13,471
16:59:16,472
16:59:19,472
16:59:22,464
16:59:25,474
16:59:28,467
16:59:31,464
16:59:34,464
16:59:37,473
16:59:40,471
16:59:43,469
16:59:46,473
16:59:49,470
16:59:52,464
16:59:55,473
16:59:58,471
17:00:01,468
17:00:04,470
17:00:07,465
17:00:10,464
17:00:14,471
17:00:17,475
17:00:20,478
17:00:23,477
17:00:26,478
17:00:29,476
17:00:32,473
17:00:35,475
17:00:38,473
17:00:41,474
17:00:44,474
17:00:47,474
17:00:50,474
17:00:53,476
17:00:56,470
17:00:59,474
17:01:02,468
17:01:05,474
17:01:08,474
17:01:11,471
17:01:14,466
17:01:17,471
17:01:20,471
17:01:23,457
17:01:26,472
17:01:29,476
17:01:32,476
17:01:35,478
17:01:38,467
17:01:41,472
17:01:44,472
17:01:47,468
17:01:50,474
17:01:53,471
17:01:56,481
17:01:59,469
17:02:02,473
17:02:05,467
17:02:08,474
17:02:11,462
17:02:14,466
17:02:17,472
17:02:20,474
17:02:23,473
17:02:26,467
17:02:29,474
17:02:32,472
17:02:35,474
17:02:38,474
17:02:41,476
17:02:44,473
17:02:47,471
17:02:50,466
17:02:53,467
17:02:56,471
17:02:59,477
17:03:02,475
17:03:06,475
17:03:09,477
17:03:12,477
17:03:15,475
17:03:18,470
17:03:21,474
17:03:24,476
17:03:27,467
17:03:30,465
17:03:33,473
17:03:36,475
17:03:39,473
17:03:42,469
17:03:45,470
17:03:48,468
17:03:51,474
17:03:54,473
17:03:57,476
17:04:00,467
17:04:03,477
17:04:06,481
17:04:09,477
17:04:12,470
17:04:15,475
17:04:18,468
17:04:21,477
17:04:24,472
17:04:27,475
17:04:30,467
17:04:33,478
17:04:36,478
17:04:39,475
17:04:42,468
17:04:45,470
17:04:48,480
17:04:51,479
17:04:54,467
17:04:57,469
17:05:00,477
17:05:03,473
17:05:06,482
17:05:09,467
17:05:12,474
17:05:15,482
17:05:18,480
17:05:21,465
17:05:24,473
17:05:27,470
17:05:30,474
17:05:33,473
17:05:36,479
17:05:39,470
17:05:42,474
17:05:45,476
17:05:48,478
17:05:52,478
17:05:55,478
17:05:58,467
17:06:01,475
17:06:04,474
17:06:07,481
17:06:10,476
17:06:13,471
17:06:16,475
17:06:19,472
17:06:22,468
17:06:25,474
17:06:28,476
17:06:31,478
17:06:34,481
17:06:37,468
17:06:40,466
17:06:43,477
17:06:46,462
17:06:49,479
17:06:52,474
17:06:55,471
17:06:58,479
17:07:01,475
17:07:04,476
17:07:07,479
17:07:10,481
17:07:13,322
17:07:16,402
17:07:19,416
17:07:22,412
17:07:25,417
17:07:28,422
17:07:31,420
17:07:34,424
17:07:37,408
17:07:40,419
17:07:43,419
17:07:46,417
17:07:49,421
17:07:52,413
17:07:55,421
17:07:58,427
17:08:01,420
17:08:04,415
17:08:07,406
17:08:10,412
17:08:13,420
17:08:16,413
17:08:19,419
17:08:22,404
17:08:25,406
17:08:28,409
17:08:31,397
17:08:34,410
17:08:37,483
17:08:40,264
17:08:44,255
17:08:47,243
17:08:50,235
17:08:53,240
17:08:56,245
17:08:59,232
17:09:02,237
17:09:05,237
17:09:08,227
17:09:11,217
17:09:14,228
17:09:17,218
17:09:20,207
17:09:23,198
17:09:26,207
17:09:29,205
17:09:32,195
17:09:35,197
17:09:38,199
17:09:41,192
17:09:44,205
17:09:47,194
17:09:50,190
17:09:53,186
17:09:56,192
17:09:59,194
17:10:02,184
17:10:05,183
17:10:08,187
17:10:11,194
17:10:14,183
